PROP_NUM,GAME_TITLE,MONTH,COIN_IN,HANDLE_PULLS,ASSET_COUNT
10,3272,7,208990,81590,186
8,558,7,465970,628310,155
22,1841,12,1303570,416630,341
10,1272,10,80930,57490,62
10,436,6,95780,94210,90
10,2211,11,156180,85100,150
8,1110,2,566250,159640,56
20,1930,11,173580,151240,150
20,923,1,24590,8840,15
20,3197,4,26220,14230,30
10,3345,7,93580,56330,31
8,1291,11,105160,136120,150
10,37,11,286440,233870,150
8,870,8,47630,53030,62
20,1272,10,98200,41200,31
20,1279,11,130060,10730,90
10,3095,6,293940,110290,150
10,2834,6,3823650,245730,420
20,1124,6,47380,33050,30
1,1552,3,225300,108540,155
20,2945,7,87720,26820,54
20,3227,12,40100,43700,31
20,947,4,88680,54440,60
10,737,10,118800,86900,124
21,998,9,10510,12730,30
8,2805,1,39500,38590,62
20,717,5,109240,12380,31
20,1656,5,305720,184460,93
8,3193,5,23140,5780,62
1,1715,7,116430,101220,155
21,902,3,113690,110220,186
10,3058,2,62610,55270,56
8,558,6,353040,461390,150
8,1823,3,420270,289000,155
8,1744,10,38550,20750,72
20,2406,4,89000,71870,30
8,1012,10,130840,253060,93
14,67,7,79500,86520,124
10,214,3,40270,27360,54
8,3336,10,94660,65950,62
10,2617,2,100280,78110,140
20,456,3,244740,238500,93
10,655,10,42720,28130,93
14,746,11,29460,54640,60
21,444,8,36430,65030,31
21,2432,2,4800,6210,6
14,2562,8,147990,73010,54
20,2697,11,59170,58850,30
20,378,12,255730,162740,155
10,2873,6,254160,60190,240
10,2122,5,195310,184280,155
10,903,3,330910,208690,87
20,2786,5,42410,24050,31
10,3335,10,41750,30740,62
21,3320,12,72340,72540,155
16,2638,8,59270,48530,31
10,589,4,1457480,663990,990
14,2334,7,-1860,24570,48
10,33,9,1213210,807860,540
1,107,3,116730,114100,62
8,71,3,29190,30890,31
10,2903,11,42730,30000,90
22,2971,4,42560,25090,30
1,2081,1,7760,4430,3
1,2737,11,49280,22050,60
20,2842,1,19340,7230,20
10,95,8,405790,291650,186
16,2638,10,40420,37720,31
10,3007,5,66520,49760,62
10,1642,12,12680,120,2
22,1715,7,46380,41780,62
10,322,10,25850,17460,31
8,998,4,748920,1189800,300
20,2909,1,44620,22620,25
21,1660,12,34340,36800,31
10,571,10,75550,74660,93
1,3338,5,64150,134730,31
1,2896,10,56210,60250,62
20,1124,12,57400,38580,31
1,2698,7,34430,35620,31
16,1453,11,81200,112760,60
8,703,4,117710,27560,120
8,1725,9,28940,64520,30
16,241,6,31600,35270,30
10,2903,3,38840,27310,93
1,1480,6,87670,36820,30
8,648,9,114140,51300,30
8,1581,6,217190,228370,60
1,1309,11,280490,76650,30
1,2165,5,21360,27070,31
14,1675,8,10520,38850,62
8,1481,6,96320,28100,30
10,626,1,67040,35320,48
10,452,1,14310,3630,4
8,2370,9,194790,208360,60
14,2461,2,-31120,10,14
10,2442,6,113740,72210,30
10,845,6,47930,45480,30
1,2717,1,7600,2140,6
21,2196,8,80360,68990,62
22,2675,11,74150,39920,60
20,3113,7,68160,46950,62
8,547,12,87070,27740,124
20,2443,6,173800,93390,90
14,1480,8,274540,107960,62
10,2830,3,67930,64110,31
20,1481,3,175040,44090,31
8,1580,3,116380,276200,31
1,570,2,193890,136110,84
20,2814,12,134750,130610,62
1,1944,10,28570,47010,31
21,1774,1,14430,12960,53
21,2645,12,175720,138810,93
10,2762,4,152220,130350,150
10,2690,6,218590,9940,30
10,2224,9,685870,405310,210
8,1496,9,34600,66260,30
10,3076,11,169820,128870,90
10,835,3,164570,91750,124
10,695,9,3576870,458280,720
8,3027,3,28460,34480,31
8,504,2,1912690,289110,84
20,931,12,72900,46500,31
10,320,11,115420,63560,81
8,2800,3,261290,264320,62
20,785,10,464380,41360,31
14,3164,3,70540,95500,62
10,1804,1,20110,8280,6
22,1394,5,136430,49390,62
22,1592,1,8100,6330,3
8,2856,5,53820,41360,45
10,244,3,406460,249490,217
10,1670,10,364700,291850,310
10,2575,7,831470,169610,341
10,2356,3,78110,44430,62
8,536,12,66360,130590,62
20,2081,9,151530,148580,120
10,2735,8,26290,13750,31
8,1103,11,78650,58830,90
20,2249,4,690540,486020,180
20,460,3,118190,202220,62
8,632,7,48200,56380,31
21,3300,8,40650,35800,62
20,728,4,30800,18220,30
20,723,9,2964800,1620060,390
20,3059,5,42080,75770,31
20,2343,6,70380,63400,60
10,908,10,331700,273580,248
20,1208,8,449440,51830,62
21,894,11,61850,63350,150
10,2344,8,6678390,1682750,961
8,972,3,398870,335240,217
20,2821,11,93660,95150,180
10,2511,9,45930,17770,60
8,638,8,56230,129630,31
10,852,12,693130,418460,248
8,3021,4,41650,17490,105
8,3144,3,69880,68770,95
1,624,2,35510,54090,28
10,46,4,26210,12450,9
10,386,7,373800,277690,155
10,2918,1,11490,400,5
20,430,1,82230,103560,54
22,1104,10,78650,46310,62
20,2255,3,140930,112010,93
21,2352,1,60610,28890,25
10,962,1,30180,14900,15
10,589,2,1183530,532900,1008
20,1927,6,370390,464870,180
1,1620,4,120160,55000,140
21,1041,3,110710,53780,31
20,305,4,218110,185650,240
10,1770,12,1109680,726770,279
10,1247,9,246320,86910,60
8,2723,12,595680,398880,310
16,2888,8,36070,54140,31
20,288,9,288220,21460,120
21,1408,7,25320,29790,62
8,79,5,78180,108650,62
10,318,8,126320,101150,93
10,1804,4,50820,40120,30
22,1772,10,320490,34990,31
8,559,10,18590,21070,31
21,1032,5,32760,22690,62
22,2971,1,5060,920,3
8,2160,5,48820,61100,62
10,2042,10,28840,12500,21
10,1140,7,27880,12180,16
14,1227,2,-31110,20,28
8,1739,2,248280,81500,168
8,1184,4,32700,56270,16
10,1712,7,204040,150970,93
10,2721,12,4185810,936940,1178
10,1088,10,319620,146520,155
10,230,12,376190,202510,341
20,101,12,127350,103310,31
8,799,7,88080,93000,186
10,987,1,15290,4370,20
16,1840,3,148380,19560,31
20,2088,9,48120,37710,30
10,381,11,121540,94630,60
20,1634,12,72250,68060,31
20,2291,3,77920,118590,31
20,2902,12,82920,82980,31
20,865,4,295660,213050,60
20,80,10,28310,21210,31
10,2004,6,42120,28520,60
20,1582,12,122730,211790,62
10,2506,5,310180,196450,155
10,2450,1,18520,5950,4
8,543,6,112880,177210,60
21,2324,5,45640,21920,31
8,759,8,98690,79690,93
10,584,11,348130,242530,150
10,848,8,440600,296990,310
22,1633,3,51450,102560,31
20,898,4,202180,21680,30
22,2881,10,38080,30770,31
10,2763,4,46690,27880,60
8,2862,9,325690,409840,192
8,2652,1,55110,109480,31
8,3145,8,165510,133930,31
20,334,7,10810,10,6
20,289,8,32100,12130,38
10,129,1,36440,23150,18
20,175,11,237620,107710,192
1,1843,8,235560,68990,31
10,410,1,12140,1620,10
10,1310,12,720030,556800,217
16,1346,3,796950,178150,62
8,329,6,905540,546030,240
20,601,1,16030,4380,10
14,37,2,-31120,10,28
20,259,11,40180,19570,30
8,1235,10,41770,47480,62
14,1508,9,62920,25270,30
10,1305,9,178350,125630,90
10,2637,1,22530,13830,11
1,1069,9,24980,46440,30
10,1835,6,101000,84170,180
10,2945,7,545910,51080,93
20,2732,3,42180,24010,31
10,305,6,217290,195490,330
10,1276,9,992750,906410,810
14,1789,8,-7450,31170,62
20,2816,4,161550,134350,240
16,744,4,41220,36820,30
8,1107,9,758440,452890,120
10,1676,6,81790,59530,60
21,526,7,117680,239890,93
10,1660,2,124620,103000,112
8,1062,2,7380,2470,56
10,1717,7,40090,28270,31
14,281,7,23380,6220,31
20,334,12,259950,153230,93
20,74,2,132590,160150,56
21,124,3,292430,215030,62
8,1511,9,35610,15610,30
20,1079,10,150670,84860,93
20,133,4,94360,64230,60
22,237,5,72000,101270,62
20,502,7,180290,69490,62
20,622,12,13390,2760,9
22,3039,9,52570,29030,30
20,1247,6,93430,50790,60
1,1517,10,29980,40340,31
20,422,1,19580,8670,5
1,1276,5,44320,42110,62
10,245,10,477020,39040,62
1,156,6,23960,14000,30
10,2422,2,331500,65210,112
10,249,6,83290,46300,60
10,2947,12,356580,262830,155
8,592,11,65680,110110,30
10,14,9,40130,15590,30
16,1789,11,24010,26200,30
10,292,9,37750,22980,60
20,3320,11,263070,187400,390
20,788,9,32730,16900,30
20,2609,9,151820,139430,99
10,2209,8,301230,186060,124
20,460,1,19980,22350,8
8,1528,8,30800,46620,31
8,3010,2,116410,104430,56
8,520,1,250790,181580,124
8,3045,7,188030,164620,124
10,2950,6,800620,121970,270
20,1472,11,55730,41200,54
20,681,1,16890,5660,4
20,1272,12,79510,42830,31
21,735,4,31260,21890,30
10,2960,7,230090,108040,93
16,1731,9,112090,35370,120
16,1895,12,45940,39690,31
20,855,4,111490,175090,60
21,324,3,87580,114690,62
10,668,2,155090,31560,28
8,3148,7,20690,21250,31
10,2466,12,187040,159610,145
20,1954,5,58900,48880,31
1,2799,11,88530,61340,30
20,370,10,56520,46080,93
10,2649,8,47960,33890,62
1,1952,9,60300,84880,30
8,2547,6,192380,58270,30
16,373,4,55630,94510,30
16,1558,7,57840,72890,31
20,1125,7,50800,31920,31
8,736,1,385700,342510,155
20,2902,1,19170,9890,5
10,1353,8,138860,88420,62
8,1251,10,270310,242830,124
22,2375,5,52860,54430,62
10,2478,3,74320,67320,31
10,1926,3,58540,44180,31
20,2721,2,341540,177750,224
8,2084,2,43500,50670,56
20,283,10,122330,108520,93
10,2898,4,381260,312870,150
8,2673,11,112080,102680,60
8,1010,1,965830,1817790,372
8,1750,3,136930,167250,62
21,1335,8,18130,18250,31
20,1883,11,82280,39920,90
16,2507,3,204620,178740,62
10,410,12,21150,13210,62
10,578,11,62760,46090,60
10,3087,6,179670,197720,86
20,1206,9,81310,27810,90
10,33,1,111190,70150,39
1,304,1,7520,2380,15
21,2392,6,75550,85000,120
20,2709,4,39360,83530,30
10,2133,2,67110,46890,84
8,2676,10,257170,147480,93
10,1211,5,395380,352050,310
10,667,8,930170,127000,310
8,1675,10,69500,77950,62
8,999,10,105750,197290,62
21,1960,10,60550,48210,31
21,1768,11,29310,50380,30
8,2768,9,89450,137560,30
10,295,4,124420,46820,120
1,2146,7,53340,41850,62
21,286,10,128060,339240,93
8,2405,5,55350,91630,31
8,815,1,47380,85540,31
22,3246,7,31990,23660,31
20,863,2,459150,226460,168
8,62,6,49180,31790,40
16,2317,3,31580,32520,62
10,1984,11,30650,14280,18
16,825,7,61240,36950,31
10,751,8,122170,89680,93
21,902,4,60690,55030,102
8,2676,12,336340,197560,122
1,1273,6,162650,106640,60
8,376,11,108860,109630,60
10,684,9,175740,32280,30
10,3093,11,643660,162430,180
10,879,4,809890,449490,360
10,1166,6,815290,86060,150
1,1620,7,121140,56700,155
8,1907,8,41450,45660,31
1,3128,9,49930,37110,60
8,2772,2,28990,33640,56
10,906,9,81240,59100,60
10,1451,4,857550,703740,540
20,910,2,54790,24070,28
10,1175,6,389000,356730,180
10,2157,7,36320,21260,31
20,2930,8,189400,184380,124
10,298,10,302090,208680,124
10,121,10,134290,46450,32
22,1655,11,124290,31880,30
1,1109,1,23890,6100,6
14,211,5,-14900,21590,62
20,175,7,128590,62000,62
10,311,12,68340,57110,62
10,3123,2,55530,34830,28
14,1696,7,120270,61880,62
8,1007,11,160380,288330,90
20,838,7,274280,33810,31
8,3069,12,362070,153320,124
1,431,7,120930,158910,62
10,378,4,1743160,1182790,990
10,108,3,224260,147830,155
8,596,8,267190,93110,31
8,2546,12,54820,60930,62
20,3006,8,20820,8400,6
20,430,7,506400,733230,341
14,3145,8,14710,34420,31
21,67,3,64920,53940,62
20,720,8,241530,177970,93
10,3077,4,608600,263570,90
20,3175,5,122830,16640,31
10,3101,3,1185860,339270,217
10,2606,12,76480,63770,62
10,1430,12,26390,21530,31
21,3006,7,42590,37610,62
14,2708,9,161040,154300,120
8,2875,11,117180,76840,190
22,519,11,61170,53950,60
21,60,4,60710,43560,60
8,2679,12,18000,9930,62
20,1506,7,160980,88040,95
10,2573,10,34940,25020,31
21,569,12,68350,130300,31
8,168,4,30120,34570,30
10,300,8,94020,14170,124
16,2055,7,43150,39500,31
20,231,3,846560,509410,186
16,114,8,46150,40060,62
14,497,3,2114990,390150,186
14,3233,11,43500,38780,180
20,3107,7,49540,30140,31
16,2492,10,181490,208320,124
10,352,11,177680,120220,81
8,570,9,134360,394110,90
8,3320,7,183960,166190,186
10,1329,11,42820,12270,30
14,1094,5,-3370,22480,62
16,1411,3,81420,12540,93
10,3312,12,291020,272940,93
20,2682,6,194610,75640,60
20,2829,10,49150,38660,31
10,2721,6,4073820,879720,1260
16,2820,3,161090,94290,62
14,1273,8,86850,52460,62
10,1834,11,263890,187010,120
20,844,4,37170,19490,30
21,1308,4,1517330,353050,300
10,704,1,55110,3380,5
22,2858,8,111950,138460,62
20,1427,1,168570,68330,110
16,982,10,85950,60640,93
20,1449,1,47380,41950,22
8,962,7,190250,164260,93
8,2723,2,392000,258310,140
10,2719,8,3771710,710690,961
10,298,8,260670,195340,124
10,3186,11,101940,77050,120
10,2212,4,631830,389110,240
10,1791,12,85140,72000,62
14,1995,2,-31120,10,28
20,788,7,35080,19730,31
8,51,10,998800,451720,248
20,151,5,813040,206410,124
10,1575,8,367810,326750,186
10,140,3,81370,66650,50
1,504,12,395860,243020,124
20,101,6,85570,97730,30
16,2675,12,223140,99820,52
8,1402,2,27230,28080,28
10,1741,9,57390,41770,90
14,1634,3,-2280,40600,31
20,1356,11,81910,73940,60
21,1812,2,33330,31450,28
10,420,7,387410,359090,186
8,516,7,342760,230700,155
8,1324,10,37650,16210,56
8,1756,1,59560,50370,44
20,2607,10,542160,339710,155
20,2607,8,410040,249890,125
1,2713,7,78030,10990,62
8,2610,6,95310,84980,60
10,7,10,302860,171990,155
20,2373,2,322280,165510,84
10,1191,2,446890,112720,56
22,463,5,67490,9460,31
21,1408,4,75890,48990,60
10,2842,2,11120,0,3
10,1440,10,293390,63230,62
22,1696,8,59550,44530,62
8,100,1,138800,129380,31
10,67,8,1029260,879740,775
10,1248,6,565930,37020,60
14,3226,3,122380,103150,62
10,517,9,1024400,850170,360
10,1928,1,13260,2360,5
10,2484,9,48900,32430,60
20,846,10,75740,38100,31
22,433,9,46860,62860,30
16,2461,5,87610,60220,31
21,526,11,143270,241010,90
8,3,9,282070,189300,60
10,2457,9,126610,55540,60
8,1158,3,54950,68650,31
10,2542,7,806780,532870,403
8,761,6,108880,114950,90
16,1660,2,35330,34960,28
10,2191,11,653920,352070,360
21,173,6,16540,11340,15
8,1840,9,2523540,341320,240
20,1506,11,153940,79960,120
20,1373,1,29150,15360,33
21,954,10,33430,41730,93
10,2101,11,16040,3530,30
10,162,11,744360,324620,210
10,1711,6,166440,155890,210
8,288,1,401360,27970,217
21,1032,12,30360,17130,62
21,2645,10,163200,130940,93
20,74,12,177160,159890,62
8,1437,11,92220,92390,30
8,2009,4,42430,64260,30
20,518,3,86690,5210,31
8,3147,2,61660,65540,112
22,1996,2,64600,78210,56
20,2948,10,39850,26710,31
20,2088,6,53710,42090,30
8,1291,1,130470,157440,155
10,436,8,93150,94230,93
22,396,5,119840,164970,92
1,169,7,216180,250000,93
10,2321,5,50720,31180,31
20,128,10,131680,57560,62
10,1315,1,20670,10130,4
16,1069,6,36080,27310,30
20,1713,10,29200,15020,62
20,434,7,64230,67690,33
8,2080,3,48690,44980,31
8,1849,8,3741000,751790,341
16,237,7,22130,19700,31
14,1441,12,62440,14690,124
20,163,2,104500,59810,28
10,3316,10,170870,95880,62
22,2719,6,57230,29650,60
1,1900,6,44870,6210,30
10,3090,4,143810,57390,60
8,851,2,7880,7870,12
22,1670,3,94020,81690,62
14,3006,9,-17910,11090,21
10,1407,12,186490,180660,186
8,1667,2,191050,230590,112
1,2698,4,63120,54100,30
10,1518,12,70430,78410,31
1,1119,4,110970,103290,60
20,2546,5,69630,71170,62
20,544,8,155160,135720,186
10,358,4,75220,41860,60
8,3019,5,28620,29890,31
8,1838,10,134970,83880,93
10,366,10,78540,45570,31
20,1416,5,220610,81590,155
10,534,12,358130,303920,155
1,816,3,94180,68590,62
10,3322,10,750210,735000,837
10,637,1,13330,2790,8
8,2324,2,225870,152250,144
20,2088,10,45200,33300,31
20,452,5,119240,148060,62
10,2161,10,49930,38140,31
21,1325,12,9060,3770,9
21,1753,7,70190,67850,31
1,1825,10,16230,9380,31
22,1394,11,214610,71590,60
10,1365,9,1137260,347690,360
20,304,5,117700,104640,279
8,3014,11,51960,49050,60
21,1991,8,51810,40510,93
10,170,3,56330,11450,31
10,2032,9,3060400,557570,270
10,519,4,609220,510740,330
10,1123,12,210460,206770,186
8,982,12,725690,458670,434
10,3226,10,123450,77980,62
10,1234,7,290000,274010,310
8,2541,5,97620,73320,62
22,2971,2,32590,25200,28
10,3295,7,495910,158840,155
10,2664,3,114340,82510,31
10,1249,3,109230,105310,62
8,638,7,41690,124150,31
1,1102,6,65670,73160,60
8,2519,3,223820,39680,248
20,2812,5,84810,63110,93
1,2376,4,39170,38660,60
1,2841,8,59350,44810,31
8,370,10,69830,65310,62
8,898,1,185840,17430,31
22,1482,12,145700,33790,31
20,2985,9,48860,37670,30
10,580,5,45750,30660,62
10,3276,11,282130,83640,90
22,936,7,35700,27040,62
22,1825,8,68740,41690,31
20,931,10,46000,30480,31
8,15,5,36510,33750,62
10,96,1,21710,11570,20
14,1969,11,28550,39790,120
20,953,5,33940,22710,62
20,1816,4,418300,354760,120
10,25,7,952940,1084450,434
8,2881,3,74400,69830,31
8,49,5,1178420,397400,186
21,2097,9,6630,9850,12
10,1664,3,37000,22140,31
20,284,1,17960,4360,4
10,1663,7,77160,47340,62
16,3006,12,45160,31670,62
10,658,7,38040,14810,93
8,3153,7,367620,340100,329
14,814,3,5660,35260,62
10,1406,7,1260780,959460,806
21,324,11,118540,122380,100
16,2363,1,6870,2220,3
20,2322,4,700230,714290,240
20,2444,4,70710,56680,30
1,624,1,7430,5170,3
8,711,4,90440,196600,30
16,204,5,14790,15790,31
8,1046,12,37300,86480,31
8,1746,2,42750,30830,112
8,2517,5,109370,93040,31
21,757,10,222890,351760,93
10,1772,9,591030,39290,30
20,3163,4,210010,188350,90
10,2067,10,44530,30290,62
10,169,3,596720,586060,310
10,2065,4,140590,69250,30
16,1948,11,35110,22300,60
14,3142,8,-24660,4760,10
10,3010,5,235360,210940,217
20,1489,9,71700,79160,30
8,1718,12,80680,77230,62
10,2852,7,183580,133290,217
1,624,3,26360,44800,31
10,3002,4,35820,17460,30
14,1290,12,10170,42220,93
20,2580,3,278050,40440,186
10,754,7,226510,127970,124
10,914,9,86550,62910,30
10,2573,8,35650,23370,31
8,930,6,20860,14610,18
10,1283,9,371610,89650,240
10,1178,11,157660,125900,120
20,2805,5,80730,69400,155
10,1763,10,191680,130620,93
10,754,12,140090,102610,93
8,1170,12,286370,125360,62
8,470,12,4491650,1980270,2945
10,1492,3,199340,26930,124
1,3078,2,73180,49050,56
20,3161,8,33220,21770,31
10,3063,10,226680,174880,186
21,1335,3,27600,25460,31
10,2730,3,890680,557680,310
22,181,10,29040,21780,62
10,1755,7,69670,53710,155
10,138,8,303650,236940,93
8,1007,3,148170,265470,93
1,723,11,294540,172150,150
22,2423,4,805820,414990,360
10,1100,3,41230,25300,31
14,497,2,-30750,100,84
16,1025,5,50230,37340,62
10,1618,6,17720,1050,18
10,1126,7,84620,66350,31
10,2447,3,165590,154110,217
20,1211,6,154970,167060,90
21,3119,2,22600,20180,56
21,365,9,83430,102670,30
22,2950,10,45120,6310,31
16,827,8,106230,45190,31
20,2732,4,37820,22480,30
10,82,6,41010,32940,60
8,2677,12,389410,232880,151
8,500,6,148870,64520,60
8,232,12,1554080,432990,155
8,2995,9,150900,111180,60
20,953,3,44270,32680,62
20,3050,6,49660,46370,30
8,411,7,173920,116770,93
8,2508,8,142860,443570,62
20,3186,6,43000,27190,60
22,489,10,39690,55040,31
14,166,10,28930,49060,31
8,1041,9,459730,154810,150
8,1667,4,216050,249110,120
22,1959,10,53300,44510,31
10,3261,3,221040,21880,31
10,828,6,534160,339850,390
10,2946,9,21290,7090,30
8,2309,12,52570,14660,124
8,2979,6,176470,181910,60
10,348,5,162180,107790,155
10,388,6,351880,331130,150
10,1480,10,494410,55530,31
10,63,11,2351420,1161010,750
22,2804,7,27620,23580,31
20,1973,10,150290,109770,93
16,2896,11,70920,97040,30
1,2019,5,49370,40340,31
10,1823,5,1464340,934190,620
20,3272,8,135720,46300,62
14,1215,8,92700,95250,62
10,1766,2,81630,54330,84
22,2906,12,21490,10260,31
1,223,10,42360,40130,62
10,143,2,357080,238940,168
1,63,6,517890,286740,210
22,1419,3,67980,11920,78
10,2071,4,97590,122770,30
10,1069,3,203100,184310,186
21,1768,3,33870,69730,31
10,125,2,50120,31300,28
20,485,5,1358870,105530,124
21,237,12,7550,8210,31
8,2503,3,195500,78700,62
10,798,8,38890,23680,62
10,2084,7,105070,82570,62
16,634,9,191580,28950,30
8,2712,7,226510,202920,93
10,1561,3,128890,120720,124
10,2085,1,16000,5590,10
10,3009,3,119640,95300,62
10,1415,12,914550,351690,341
10,1052,3,23970,11820,31
21,168,5,16960,16870,31
21,1218,5,105240,79550,62
20,980,12,224690,181100,140
10,3187,12,178950,45060,31
8,605,10,107960,73730,62
21,2376,7,41000,54330,62
10,617,1,19280,7980,15
16,169,3,94850,142360,31
22,2551,12,73520,12530,31
22,936,11,37660,30560,60
21,90,4,37370,65620,30
20,565,9,497940,275720,90
16,558,6,277750,247720,180
20,283,7,136180,120950,93
20,1257,10,70950,57960,62
22,1499,8,108060,45020,31
10,209,5,66600,52510,62
10,53,8,3442330,1338280,651
1,2317,3,67110,68440,93
10,3267,4,78960,60550,30
10,172,11,168010,109750,90
16,1541,2,193840,79910,56
8,2277,10,140160,105280,62
8,1218,8,118020,72930,62
10,719,6,111520,82140,90
8,1017,10,80750,124430,31
20,2710,11,50040,19290,30
21,1953,1,14140,24790,29
20,579,8,44590,24970,31
16,1415,2,69530,25140,75
1,546,9,21170,23070,30
8,1418,3,124680,20930,124
10,137,10,33760,30680,93
20,2544,9,41570,28410,30
21,3087,6,38470,74180,30
10,2723,7,243350,136600,62
14,1995,4,19680,38700,60
8,2881,1,71400,64050,31
8,373,9,293370,373660,120
20,2363,10,298940,171050,93
10,26,7,80330,68410,31
20,1002,1,36340,26960,14
20,670,12,299990,252060,124
10,357,9,346000,76580,150
8,2780,12,66870,20050,31
1,2717,9,35660,30950,60
8,441,8,8500,12030,10
8,169,10,485150,777110,155
22,953,1,7360,3240,6
20,2517,1,15800,4850,4
10,2183,6,248980,199470,90
20,3180,8,36460,24140,31
10,1420,8,223460,54480,93
10,3143,1,21320,4610,5
8,2471,2,158990,118320,84
20,2406,3,98260,67630,31
10,2654,1,16360,5150,5
20,1043,12,179620,68170,62
20,422,4,81390,60110,30
10,2631,2,104880,63110,51
8,1014,11,279470,427880,180
10,2933,8,263630,286280,217
16,2353,10,89080,38980,31
10,2928,7,32000,10660,31
20,2435,8,4082110,926090,372
10,2681,1,14060,1900,3
8,2869,1,7430,8190,31
20,2176,8,174230,148110,62
8,2680,11,91830,89590,30
10,2236,1,60530,33230,20
20,2635,9,208720,46480,30
10,912,2,239090,180270,168
10,420,9,367430,313740,180
21,2426,3,28110,23630,62
14,3145,7,12120,34250,31
10,1261,7,113810,70340,62
22,476,5,113610,95450,124
20,142,2,133580,114570,196
21,3010,10,15440,13900,31
22,481,12,226530,91150,186
21,1253,11,315060,194530,90
14,281,10,91920,11770,31
21,802,11,27250,26240,90
8,2945,11,44540,8120,30
10,1772,5,511610,35670,31
10,1305,3,197700,146160,93
8,2426,2,132650,121160,140
10,3176,8,69960,46010,31
20,2900,10,34900,19590,31
8,555,10,9160,4180,62
20,2162,9,180450,157450,90
8,885,6,64020,58170,120
8,52,11,203340,94100,30
8,2450,9,138300,184170,60
10,2220,7,169180,128980,62
20,930,11,31140,17410,30
10,1648,2,48360,34430,56
8,2309,6,53090,13670,120
10,1041,7,4398510,806360,496
8,1448,8,296300,396780,186
8,644,6,113380,94230,60
16,1572,10,58760,26630,62
16,184,8,109250,138810,31
20,2501,8,84300,84570,31
20,2310,6,406540,392240,120
14,1020,8,28720,43920,124
20,3180,10,39470,33740,31
8,1991,5,16450,8090,45
10,1124,7,126600,83740,155
10,517,5,411350,348400,155
8,1633,12,106950,198670,31
1,2811,6,45470,100310,30
21,2172,6,12590,12630,60
20,74,3,149590,174550,62
20,748,8,92410,73470,93
20,1116,6,128550,112370,60
8,2541,9,88030,63730,60
1,556,12,35940,45190,31
10,1926,1,21260,6600,5
10,3231,6,390320,263490,390
14,2213,12,57370,73960,62
21,1973,8,62960,47630,24
20,2014,4,64840,63530,90
20,1717,4,53810,53350,30
10,911,4,153670,113270,90
10,2236,2,334360,203990,112
8,2798,1,25300,29150,31
10,1505,9,287530,329060,150
14,2657,12,-10270,16400,31
14,378,4,59470,72130,120
10,2748,4,4035160,1175010,1650
8,3120,4,644560,359680,210
20,2834,2,636260,59300,28
16,558,9,228770,155510,120
20,2504,7,203320,293320,62
20,2697,3,64060,61400,31
21,2391,8,57440,39560,62
20,1318,11,77260,44800,60
14,1611,2,-31100,20,56
20,2231,3,255800,176880,124
14,2670,12,162030,78930,31
10,95,7,385310,283410,186
20,509,5,90050,23350,31
8,1041,5,599740,201370,155
8,1753,6,46700,46410,30
20,865,2,82040,52880,14
10,972,8,2210180,1338030,1023
16,1660,1,5790,1720,3
21,1120,1,62210,67650,75
1,1382,11,58500,70300,60
8,1160,12,49200,60780,62
22,396,12,127490,180930,93
10,821,3,74670,53320,93
8,1109,12,1937630,462740,155
1,1271,3,42810,36250,31
10,640,1,21590,9050,12
20,744,4,91960,60840,60
10,2896,11,585160,520380,450
16,760,11,66150,42970,60
10,537,12,197360,41920,124
8,2589,3,8610,1870,62
22,1497,12,49620,62790,62
8,1402,5,21690,24970,31
16,691,3,25880,26100,62
22,1481,8,78570,24190,31
10,1227,7,159450,128320,124
10,2998,3,867750,184560,341
10,1086,7,203050,52020,155
1,1763,1,10170,4180,6
10,3345,3,89810,53170,31
10,1273,2,1413550,710890,588
8,2359,8,145690,156260,62
10,1533,9,26040,15150,60
20,2423,3,2906360,1156800,806
10,852,5,614700,298750,248
10,436,9,92350,105620,90
20,3273,11,452420,158730,90
10,2808,10,37300,40510,31
8,155,4,19430,18680,30
20,1798,3,181410,110540,62
14,47,8,20500,38060,62
8,2371,5,324470,337120,62
8,1438,2,288910,236750,84
10,1545,2,3383890,813380,1961
8,2443,3,133100,112830,62
22,47,10,62240,55920,124
20,2909,2,434790,256230,140
20,3020,7,37370,24290,29
1,2451,11,36820,35880,30
21,2087,5,30090,59250,31
10,2778,2,34230,32430,28
16,2303,11,32760,33470,30
21,570,1,43520,132810,29
10,409,2,42460,21730,28
10,528,12,1055730,317470,279
8,2033,7,126970,93900,62
20,2834,1,66140,6260,5
10,1881,8,490220,71200,248
20,2834,4,567450,60620,30
10,798,10,29550,15420,62
1,1157,5,37310,45640,31
20,1731,5,729730,222080,806
10,1256,1,15980,4000,9
8,1834,5,207220,249940,62
8,2805,2,50490,47390,56
10,702,11,45710,36440,30
20,768,10,29550,21110,62
16,1841,8,335880,33470,62
14,723,6,97110,91600,120
10,1008,5,72090,54840,31
14,3300,7,39350,42910,62
1,2538,12,22910,14600,31
8,2125,10,121740,81010,62
10,1928,2,16170,5690,28
10,3274,7,66520,22100,31
10,3306,10,42620,31130,31
10,1266,6,291920,62490,30
16,2984,1,4850,1080,3
10,2192,1,18890,4220,12
20,1901,12,36340,15890,31
14,2993,12,119560,105610,124
20,2881,12,86630,40330,31
16,3282,4,159870,58340,60
8,2370,5,305130,322720,62
10,3264,2,512440,279700,532
10,1440,8,377340,82440,62
10,3111,1,297680,109830,104
16,1119,5,107840,110610,62
